# Generated from ../data/13JUL2013/000.dat
time steer_rate steer_rate_est
25.735 -0.0358159 -0.00194212
25.74 -0.0260915 -0.00291105
25.745 -0.0360669 -0.00558343
25.75 -0.0262743 -0.0101052
25.755 -0.0362001 -0.0156609
25.76 -0.0263714 -0.0203372
25.765 -0.0362708 -0.0229323
25.77 -0.0264229 -0.0236696
25.775 -0.0363083 -0.0240262
25.78 -0.0264503 -0.0228777
25.785 -0.0192688 -0.0185796
25.79 -0.0140371 -0.0120594
25.795 -0.0102259 -0.00462033
25.8 -0.00744951 0.00173911
25.805 -0.00542688 0.00646472
25.81 -0.021013 0.00858617
25.815 -0.0153077 0.00824994
25.82 -0.0111516 0.00396135
25.825 -0.0251833 -0.00376067
25.83 -0.0354053 -0.0142988
25.835 -0.0257924 -0.0238564
25.84 -0.035849 -0.0319522
25.845 -0.0261157 -0.0358921
25.85 -0.0360845 -0.0355971
25.855 -0.0262872 -0.0301025
25.86 -0.0362094 -0.020269
25.865 -0.00931877 -0.00651782
25.87 -0.00678855 0.00639657
25.875 -0.0049454 0.0164369
25.88 -0.00360262 0.0216323
25.885 -0.00262445 0.01995
25.89 -0.00191188 0.0131372
25.895 -0.0184523 0.00128754
25.9 -0.0134423 -0.0133574
25.905 -0.0268521 -0.0267418
25.91 -0.0195615 -0.0345789
25.915 -0.0313098 -0.0361402
25.92 -0.022809 -0.0306281
25.925 -0.016616 -0.0204986
25.93 -0.0121046 -0.00662358
25.935 -0.0258776 0.00897964
25.94 -0.0188516 0.0237344
25.945 -0.0137332 0.0358869
25.95 -0.0100045 0.0442713
25.955 -0.00728828 0.0478712
25.96 -0.0053094 0.0470242
25.965 -0.00386792 0.0412986
25.97 -0.00281775 0.0336565
25.975 -0.0191122 0.0277965
25.98 -0.013923 0.0264
25.985 -0.0101428 0.0271662
25.99 -0.00738895 0.0300381
25.995 -0.00538278 0.034694
26 -0.00392127 0.0414445
26.005 -0.00285661 0.0499477
26.01 -0.00208104 0.0561902
26.015 -0.00151598 0.0588215
26.02 -0.00110435 0.0577585
26.025 -0.000804484 0.0547342
26.03 -0.000586033 0.0509305
26.035 -0.0174865 0.0452572
26.04 -0.0127387 0.0394751
26.045 -0.00928009 0.0337119
26.05 -0.02382 0.0287842
26.055 -0.0173526 0.0255568
26.06 -0.0126413 0.024399
26.065 -0.0262686 0.0233355
26.07 -0.0191364 0.0220879
26.075 -0.0139407 0.0231008
26.08 -0.0101557 0.0258781
26.085 -0.00739831 0.0303332
26.09 -0.00538957 0.0379112
26.095 -0.00392628 0.0478543
26.1 -0.00286025 0.0582295
26.105 -0.00208366 0.06842
26.11 -0.00151795 0.0766277
26.115 -0.00110584 0.0822095
26.12 -0.000805616 0.0858924
26.125 -0.000586867 0.0862521
26.13 -0.017487 0.0821019
26.135 -0.0127391 0.0778702
26.14 -0.00928026 0.0728778
26.145 -0.0067606 0.0686577
26.15 -0.00492501 0.0673772
26.155 -0.00358784 0.0684929
26.16 -0.00261372 0.0747436
26.165 0.0151554 0.0869333
26.17 0.0110406 0.100293
26.175 0.0251024 0.113027
26.18 0.0353463 0.121524
26.185 0.0257495 0.124219
26.19 0.0358177 0.123243
26.195 0.0260928 0.117151
26.2 0.0190083 0.106414
26.205 0.0138474 0.0918965
26.21 0.0100876 0.0742436
26.215 -0.00971079 0.057572
26.22 -0.00707418 0.0459178
26.225 -0.022213 0.0402329
26.23 -0.016182 0.0399152
26.235 -0.0117885 0.0453175
26.24 -0.00858784 0.0558193
26.245 -0.00625622 0.0688267
26.25 -0.00455761 0.0841566
26.255 0.0137393 0.099213
26.26 0.010009 0.110988
26.265 0.0243509 0.120055
26.27 0.0347989 0.124932
26.275 0.0253506 0.124878
26.28 0.0355271 0.12164
26.285 0.0258811 0.115823
26.29 0.0359136 0.111464
26.295 0.0261627 0.108001
26.3 0.0190592 0.105043
26.305 0.0138845 0.104224
26.31 0.0101147 0.106087
26.315 0.024428 0.112323
26.32 0.0177955 0.121657
26.325 0.0129638 0.132274
26.33 0.0265034 0.143642
26.335 0.0193074 0.155972
26.34 0.0311248 0.167221
26.345 0.0397336 0.175199
26.35 0.046005 0.179987
26.355 0.0335141 0.180926
26.36 0.0414742 0.178098
26.365 0.0302135 0.17166
26.37 0.0390697 0.165287
26.375 0.0284619 0.159289
26.38 0.0377936 0.154499
26.385 0.0275322 0.152075
26.39 0.020057 0.152123
26.395 0.0316707 0.156784
26.4 0.0230718 0.162158
26.405 0.0338671 0.167936
26.41 0.0246718 0.173297
26.415 0.0350326 0.180423
26.42 0.0425804 0.188708
26.425 0.0310193 0.194392
26.43 0.0396567 0.196751
26.435 0.0288895 0.194307
26.44 0.0381052 0.191356
26.445 0.0277592 0.188149
26.45 0.0372818 0.18391
26.455 0.0271594 0.177802
26.46 0.0197853 0.171971
26.465 0.0314729 0.167
26.47 0.0229277 0.163171
26.475 0.0337621 0.162153
26.48 0.0416548 0.163133
26.485 0.0474046 0.165968
26.49 0.0515932 0.170772
26.495 0.0546446 0.176456
26.5 0.0568675 0.182408
26.505 0.0584869 0.189166
26.51 0.0596666 0.196422
26.515 0.0434665 0.201945
26.52 0.0487244 0.204821
26.525 0.0354952 0.203381
26.53 0.0258579 0.199155
26.535 0.0188372 0.193451
26.54 0.0137227 0.184003
26.545 0.00999683 0.173507
26.55 0.00728261 0.163984
26.555 0.00530529 0.159983
26.56 0.00386482 0.163283
26.565 0.00281549 0.172128
26.57 0.0191105 0.184507
26.575 0.0309813 0.197016
26.58 0.0566886 0.208034
26.585 0.0583565 0.217876
26.59 0.0766311 0.226099
26.595 0.0728845 0.230102
26.6 0.0872146 0.226646
26.605 0.0805944 0.216734
26.61 0.0757717 0.202593
26.615 0.0722584 0.189454
26.62 0.0526395 0.177783
26.625 0.0554068 0.170068
26.63 0.0403633 0.167338
26.635 0.0294042 0.169701
26.64 0.0384802 0.174937
26.645 0.0280324 0.181824
26.65 0.0204213 0.188676
26.655 0.0148767 0.193068
26.66 0.0108375 0.192433
26.665 0.00789502 0.186329
26.67 0.00575144 0.175423
26.675 0.0212494 0.163707
26.68 0.0154799 0.151169
